scraped_at,competitor,product_name,price,stock_status,url,error
2026-04-03 12:33:19,Vagabond,Orruk Warclans: Orruk Brutes,94.50,in_stock,https://vagabond.co.nz/ironjawz-orruk-brutes/,
2026-04-03 12:33:24,Vagabond,Space Marines: Gladiator,166.50,out_of_stock,https://vagabond.co.nz/space-marines-gladiator/,
2026-04-03 12:33:28,Vagabond,Space Marines: Primaris Intercessors,117.00,out_of_stock,https://vagabond.co.nz/space-marines-primaris-intercessors/,
2026-04-03 12:33:31,Vagabond,Space Marines Primaris Librarian,,not_carried,,
2026-04-03 12:33:31,Vagabond,Space Marines Primaris Reivers,117.00,in_stock,https://vagabond.co.nz/space-marines-primaris-reivers/,
2026-04-03 12:33:33,Vagabond,Sylvaneth: Tree-Revenants,,not_carried,,
2026-04-03 12:33:33,Vagabond,Warhammer 40000: Introductory Set,98.00,in_stock,https://vagabond.co.nz/warhammer-40-000-introductory-set/,
2026-04-03 13:20:14,Bea DnD,Age Of Sigmar: Introductory Set,90.00,in_stock,https://www.beadndgames.co.nz/products/warhammer-age-of-sigmar-introductory-set,
2026-04-03 13:20:17,Bea DnD,Death Guard: Plague Marine Champion,53.00,in_stock,https://www.beadndgames.co.nz/products/death-guard-plague-marine-champion-warhammer-40-000,
2026-04-03 13:20:21,Bea DnD,Genestealer Cults: Biophagus,,not_carried,,
2026-04-03 13:20:21,Bea DnD,Orruk Warclans: Ardboy Big Boss,,not_carried,,
2026-04-03 13:20:21,Bea DnD,Orruk Warclans: Orruk Brutes,,not_carried,,
2026-04-03 13:20:21,Bea DnD,Space Marines: Gladiator,,not_carried,,
2026-04-03 13:20:21,Bea DnD,Space Marines: Primaris Intercessors,120.00,in_stock,https://www.beadndgames.co.nz/products/space-marines-primaris-intercessors-warhammer-40-000,
2026-04-03 13:20:24,Bea DnD,Space Marines Primaris Librarian,62.40,in_stock,https://www.beadndgames.co.nz/products/space-marines-primaris-librarian-warhammer-40-000,
2026-04-03 13:20:27,Bea DnD,Space Marines Primaris Reivers,,not_carried,,
2026-04-03 13:20:27,Bea DnD,Sylvaneth: Tree-Revenants,82.00,in_stock,https://www.beadndgames.co.nz/products/sylvaneth-tree-revenants-warhammer-age-of-sigmar,
2026-04-03 13:20:30,Bea DnD,Warhammer 40000: Introductory Set,76.00,in_stock,https://www.beadndgames.co.nz/products/warhammer-40-000-introductory-set-start-your-warhammer-journey,
2026-04-03 13:20:33,Games Lab,Age Of Sigmar: Introductory Set,90.00,in_stock,https://www.gameslab.co.nz/products/Age-Of-Sigmar-Introductory-Set-p686464525,
2026-04-03 13:20:36,Games Lab,Death Guard: Plague Marine Champion,,not_carried,,
2026-04-03 13:20:36,Games Lab,Genestealer Cults: Biophagus,,not_carried,,
2026-04-03 13:20:36,Games Lab,Orruk Warclans: Ardboy Big Boss,,not_carried,,
2026-04-03 13:20:36,Games Lab,Orruk Warclans: Orruk Brutes,,not_carried,,
2026-04-03 13:20:36,Games Lab,Space Marines: Gladiator,158.00,out_of_stock,https://www.gameslab.co.nz/products/Space-Marine-Gladiator-p689900566,
2026-04-03 13:20:40,Games Lab,Space Marines: Primaris Intercessors,117.00,in_stock,https://www.gameslab.co.nz/products/Space-Marines-Primaris-Intercessors-p605967672,
2026-04-03 13:20:44,Games Lab,Space Marines Primaris Librarian,69.99,out_of_stock,https://www.gameslab.co.nz/products/Space-Marines-Primaris-Librarian-p651995264,
2026-04-03 13:20:47,Games Lab,Space Marines Primaris Reivers,109.00,out_of_stock,https://www.gameslab.co.nz/products/Space-Marines-Primaris-Reivers-p696127817,
2026-04-03 13:20:50,Games Lab,Sylvaneth: Tree-Revenants,81.00,in_stock,https://www.gameslab.co.nz/products/Sylvaneth-Tree-Revenants-p695852248,
2026-04-03 13:20:53,Games Lab,Warhammer 40000: Introductory Set,98.00,in_stock,https://www.gameslab.co.nz/products/Warhammer-40-000-Introductory-Set-p604427018,
2026-04-03 13:20:57,Goblin Games,Age Of Sigmar: Introductory Set,100.00,in_stock,https://goblingames.nz/products/warhammer-age-of-sigmar-introductory-set,
2026-04-03 13:21:00,Goblin Games,Death Guard: Plague Marine Champion,,not_carried,,
2026-04-03 13:21:00,Goblin Games,Genestealer Cults: Biophagus,,not_carried,,
2026-04-03 13:21:00,Goblin Games,Orruk Warclans: Ardboy Big Boss,,not_carried,,
2026-04-03 13:21:00,Goblin Games,Orruk Warclans: Orruk Brutes,113.00,in_stock,https://goblingames.nz/products/orruk-warclans-orruk-brutes,
2026-04-03 13:21:03,Goblin Games,Space Marines Primaris Librarian,,not_carried,,
2026-04-03 13:21:03,Goblin Games,Space Marines Primaris Reivers,124.50,in_stock,https://goblingames.nz/products/space-marines-primaris-reivers-1,
2026-04-03 13:21:07,Goblin Games,Space Marines: Gladiator,191.00,in_stock,https://goblingames.nz/products/space-marines-gladiator,
2026-04-03 13:21:08,Goblin Games,Space Marines: Primaris Intercessors,130.00,in_stock,https://goblingames.nz/products/space-marines-intercessors,
2026-04-03 13:21:12,Goblin Games,Sylvaneth: Tree-Revenants,95.00,in_stock,https://goblingames.nz/products/sylvaneth-tree-revenants,
2026-04-03 13:21:15,Goblin Games,Warhammer 40000: Introductory Set,,not_carried,,
2026-04-03 13:21:15,Hobby Collective,Age Of Sigmar: Introductory Set,85.60,out_of_stock,https://thehobbycollective.co.nz/warhammer-age-of-sigmar-introductory-set,
2026-04-03 13:21:19,Hobby Collective,Death Guard: Plague Marine Champion,,not_carried,,
2026-04-03 13:21:19,Hobby Collective,Genestealer Cults: Biophagus,,not_carried,,
2026-04-03 13:21:19,Hobby Collective,Orruk Warclans: Ardboy Big Boss,,not_carried,,
2026-04-03 13:21:19,Hobby Collective,Orruk Warclans: Orruk Brutes,,not_carried,,
2026-04-03 13:21:19,Hobby Collective,Space Marines Primaris Librarian,,not_carried,,
2026-04-03 13:21:19,Hobby Collective,Space Marines Primaris Reivers,,not_carried,,
2026-04-03 13:21:19,Hobby Collective,Space Marines: Gladiator,152.80,in_stock,https://thehobbycollective.co.nz/space-marines-gladiator-impulsor-lancer-valiant-reaper/,
2026-04-03 13:21:21,Hobby Collective,Space Marines: Primaris Intercessors,104.00,in_stock,https://thehobbycollective.co.nz/space-marines-primaris-intercessors/,
2026-04-03 13:21:25,Hobby Collective,Sylvaneth: Tree-Revenants,,not_carried,,
2026-04-03 13:21:25,Hobby Collective,Warhammer 40000: Introductory Set,87.20,in_stock,https://thehobbycollective.co.nz/warhammer-40-000-introductory-set/,
2026-04-03 13:21:28,Hobby Lords,Age Of Sigmar: Introductory Set,98.00,in_stock,https://www.hobbylords.co.nz/products/single/age-of-sigmar:-introductory-set,
2026-04-03 13:21:36,Hobby Lords,Death Guard: Plague Marine Champion,55.00,in_stock,https://www.hobbylords.co.nz/products/single/death-guard-plague-marine-champion,
2026-04-03 13:21:46,Hobby Lords,Genestealer Cults: Biophagus,,not_carried,,
2026-04-03 13:21:46,Hobby Lords,Orruk Warclans: Ardboy Big Boss,,not_carried,,
2026-04-03 13:21:46,Hobby Lords,Orruk Warclans: Orruk Brutes,110.35,in_stock,https://www.hobbylords.co.nz/products/single/orruk-warclans-orruk-brutes,
2026-04-03 13:21:53,Hobby Lords,Space Marines: Gladiator,,not_carried,,
2026-04-03 13:21:53,Hobby Lords,Space Marines: Primaris Intercessors,120.00,in_stock,https://www.hobbylords.co.nz/products/single/space-marines-intercessors,
2026-04-03 13:22:02,Hobby Lords,Space Marines Primaris Librarian,,not_carried,,
2026-04-03 13:22:02,Hobby Lords,Space Marines Primaris Reivers,120.00,in_stock,https://www.hobbylords.co.nz/products/single/space-marines-primaris-reivers,
2026-04-03 13:22:11,Hobby Lords,Sylvaneth: Tree-Revenants,93.00,in_stock,https://www.hobbylords.co.nz/products/single/sylvaneth-tree-revenants,
2026-04-03 13:22:21,Hobby Lords,Warhammer 40000: Introductory Set,100.00,in_stock,https://www.hobbylords.co.nz/products/single/warhammer-40000-introductory-set,
2026-04-03 13:22:30,Hobby Master,Age Of Sigmar: Introductory Set,97.00,in_stock,https://hobbymaster.co.nz/products/product/43416,
2026-04-03 13:22:34,Hobby Master,Death Guard: Plague Marine Champion,54.00,in_stock,https://hobbymaster.co.nz/products/product/40411,
2026-04-03 13:22:36,Hobby Master,Genestealer Cults: Biophagus,54.00,in_stock,https://hobbymaster.co.nz/products/product/31527,
2026-04-03 13:22:40,Hobby Master,Orruk Warclans: Ardboy Big Boss,75.00,in_stock,https://hobbymaster.co.nz/products/product/41743,
2026-04-03 13:22:44,Hobby Master,Orruk Warclans: Orruk Brutes,110.00,in_stock,https://hobbymaster.co.nz/products/product/37181,
2026-04-03 13:22:47,Hobby Master,Space Marines: Gladiator,174.00,in_stock,https://hobbymaster.co.nz/products/product/36228,
2026-04-03 13:22:50,Hobby Master,Space Marines: Primaris Intercessors,118.00,in_stock,https://hobbymaster.co.nz/products/product/28412,
2026-04-03 13:22:53,Hobby Master,Space Marines Primaris Librarian,75.00,in_stock,https://hobbymaster.co.nz/products/product/28221,
2026-04-03 13:22:56,Hobby Master,Space Marines Primaris Reivers,118.00,in_stock,https://hobbymaster.co.nz/products/product/28086,
2026-04-03 13:23:00,Hobby Master,Sylvaneth: Tree-Revenants,92.00,in_stock,https://hobbymaster.co.nz/products/product/39777,
2026-04-03 13:23:03,Hobby Master,Warhammer 40000: Introductory Set,93.00,in_stock,https://hobbymaster.co.nz/products/product/41316,
2026-04-03 13:23:07,Iron Knight,Age Of Sigmar: Introductory Set,107.00,in_stock,https://ironknightgaming.co.nz/products/warhammer-age-of-sigmar-introductory-set,
2026-04-03 13:23:10,Iron Knight,Death Guard: Plague Marine Champion,,not_carried,,
2026-04-03 13:23:10,Iron Knight,Genestealer Cults: Biophagus,,not_carried,,
2026-04-03 13:23:10,Iron Knight,Orruk Warclans: Ardboy Big Boss,,not_carried,,
2026-04-03 13:23:10,Iron Knight,Orruk Warclans: Orruk Brutes,121.00,in_stock,https://ironknightgaming.co.nz/products/orruk-warclans-orruk-brutes,
2026-04-03 13:23:12,Iron Knight,Space Marines Primaris Librarian,,not_carried,,
2026-04-03 13:23:12,Iron Knight,Space Marines Primaris Reivers,,not_carried,,
2026-04-03 13:23:12,Iron Knight,Space Marines: Gladiator,185.00,in_stock,https://ironknightgaming.co.nz/products/space-marines-gladiator,
2026-04-03 13:23:15,Iron Knight,Space Marines: Primaris Intercessors,130.00,in_stock,https://ironknightgaming.co.nz/products/space-marines-primaris-intercessors,
2026-04-03 13:23:18,Iron Knight,Sylvaneth: Tree-Revenants,,not_carried,,
2026-04-03 13:23:18,Iron Knight,Warhammer 40000: Introductory Set,102.00,in_stock,https://ironknightgaming.co.nz/products/warhammer-40000-introductory-set,
2026-04-03 13:23:21,Mighty Ape,Age Of Sigmar: Introductory Set,,unknown,https://www.mightyape.co.nz/mn/buy/mighty-ape-warhammer-age-of-sigmar-introductory-set-39006494/,
2026-04-03 13:23:30,Mighty Ape,Death Guard: Plague Marine Champion,,not_carried,,
2026-04-03 13:23:30,Mighty Ape,Genestealer Cults: Biophagus,,unknown,https://www.mightyape.co.nz/mn/buy/mighty-ape-warhammer-40000-genestealer-cults-biophagus-29189815/,
2026-04-03 13:23:40,Mighty Ape,Orruk Warclans: Ardboy Big Boss,,not_carried,,
2026-04-03 13:23:40,Mighty Ape,Orruk Warclans: Orruk Brutes,,unknown,https://www.mightyape.co.nz/mn/buy/mighty-ape-ironjawz-orruk-brutes-25217197/,
2026-04-03 13:23:49,Mighty Ape,Space Marines: Gladiator,,unknown,https://www.mightyape.co.nz/product/warhammer-40000-space-marine-gladiator/34016507,
2026-04-03 13:23:59,Mighty Ape,Space Marines: Primaris Intercessors,,unknown,https://www.mightyape.co.nz/mn/buy/mighty-ape-warhammer-40000-space-marine-primaris-intercessors-26859092/,
2026-04-03 13:24:08,Mighty Ape,Space Marines Primaris Librarian,,unknown,https://www.mightyape.co.nz/product/warhammer-40000-space-marine-primaris-librarian/26853441,
2026-04-03 13:24:17,Mighty Ape,Space Marines Primaris Reivers,,unknown,https://www.mightyape.co.nz/product/warhammer-40000-space-marine-primaris-reivers/26856277,
2026-04-03 13:24:26,Mighty Ape,Sylvaneth: Tree-Revenants,,unknown,https://www.mightyape.co.nz/product/sylvaneth-tree-revenants/25522630,
2026-04-03 13:24:34,Mighty Ape,Warhammer 40000: Introductory Set,,unknown,https://www.mightyape.co.nz/mn/buy/mighty-ape-warhammer-40000-introductory-set-37875024/,
2026-04-03 13:24:44,Nova Games,Age Of Sigmar: Introductory Set,96.50,in_stock,https://novagames.co.nz/products/age-of-sigmar-introductory-set,
2026-04-03 13:24:45,Nova Games,Death Guard: Plague Marine Champion,,not_carried,,
2026-04-03 13:24:45,Nova Games,Orruk Warclans: Ardboy Big Boss,71.00,in_stock,https://novagames.co.nz/products/ardboy-big-boss,
2026-04-03 13:24:48,Nova Games,Orruk Warclans: Orruk Brutes,109.00,in_stock,https://novagames.co.nz/products/orruk-brutes,
2026-04-03 13:24:50,Nova Games,Space Marines Primaris Librarian,,not_carried,,
2026-04-03 13:24:50,Nova Games,Space Marines Primaris Reivers,,not_carried,,
2026-04-03 13:24:50,Nova Games,Space Marines: Gladiator,,not_carried,,
2026-04-03 13:24:50,Nova Games,Space Marines: Primaris Intercessors,117.00,in_stock,https://novagames.co.nz/products/intercessors,
2026-04-03 13:24:54,Nova Games,Sylvaneth: Tree-Revenants,,not_carried,,
2026-04-03 13:24:54,Nova Games,Warhammer 40000: Introductory Set,98.50,in_stock,https://novagames.co.nz/products/warhammer-40-000-introductory-set,
2026-04-03 13:24:55,Nova Games,Genestealer Cults: Biophagus,,not_carried,,
2026-04-03 13:24:55,Vagabond,Age Of Sigmar: Introductory Set,96.00,out_of_stock,https://vagabond.co.nz/warhammer-age-of-sigmar-introductory-set-2024/,
2026-04-03 13:25:00,Vagabond,Death Guard: Plague Marine Champion,51.00,in_stock,https://vagabond.co.nz/death-guard-plague-marine-champion/,
2026-04-03 13:25:05,Vagabond,Genestealer Cults: Biophagus,,not_carried,,
2026-04-03 13:25:05,Vagabond,Orruk Warclans: Ardboy Big Boss,66.50,in_stock,https://vagabond.co.nz/orruk-warclans-ardboy-big-boss,
2026-04-03 13:25:09,Vagabond,Orruk Warclans: Orruk Brutes,94.50,in_stock,https://vagabond.co.nz/ironjawz-orruk-brutes/,
2026-04-03 13:25:12,Vagabond,Space Marines: Gladiator,166.50,out_of_stock,https://vagabond.co.nz/space-marines-gladiator/,
2026-04-03 13:28:42,Vagabond,Space Marines: Primaris Intercessors,117.00,out_of_stock,https://vagabond.co.nz/space-marines-primaris-intercessors/,
2026-04-03 13:28:45,Vagabond,Space Marines Primaris Librarian,,not_carried,,
2026-04-03 13:28:45,Vagabond,Space Marines Primaris Reivers,117.00,in_stock,https://vagabond.co.nz/space-marines-primaris-reivers/,
2026-04-03 13:28:48,Vagabond,Sylvaneth: Tree-Revenants,,not_carried,,
2026-04-03 13:28:48,Vagabond,Warhammer 40000: Introductory Set,98.00,in_stock,https://vagabond.co.nz/warhammer-40-000-introductory-set/,
2026-04-03 13:35:31,Bea DnD,Age Of Sigmar: Introductory Set,90.00,in_stock,https://www.beadndgames.co.nz/products/warhammer-age-of-sigmar-introductory-set,
2026-04-03 13:35:33,Bea DnD,Death Guard: Plague Marine Champion,53.00,in_stock,https://www.beadndgames.co.nz/products/death-guard-plague-marine-champion-warhammer-40-000,
2026-04-03 13:35:37,Bea DnD,Genestealer Cults: Biophagus,,not_carried,,
2026-04-03 13:35:37,Bea DnD,Orruk Warclans: Ardboy Big Boss,,not_carried,,
2026-04-03 13:35:37,Bea DnD,Orruk Warclans: Orruk Brutes,,not_carried,,
2026-04-03 13:35:37,Bea DnD,Space Marines: Gladiator,,not_carried,,
2026-04-03 13:35:37,Bea DnD,Space Marines: Primaris Intercessors,120.00,in_stock,https://www.beadndgames.co.nz/products/space-marines-primaris-intercessors-warhammer-40-000,
2026-04-03 13:35:39,Bea DnD,Space Marines Primaris Librarian,62.40,in_stock,https://www.beadndgames.co.nz/products/space-marines-primaris-librarian-warhammer-40-000,
2026-04-03 13:35:42,Bea DnD,Space Marines Primaris Reivers,,not_carried,,
2026-04-03 13:35:42,Bea DnD,Sylvaneth: Tree-Revenants,82.00,in_stock,https://www.beadndgames.co.nz/products/sylvaneth-tree-revenants-warhammer-age-of-sigmar,
2026-04-03 13:35:45,Bea DnD,Warhammer 40000: Introductory Set,76.00,in_stock,https://www.beadndgames.co.nz/products/warhammer-40-000-introductory-set-start-your-warhammer-journey,
2026-04-03 13:35:47,Games Lab,Age Of Sigmar: Introductory Set,90.00,in_stock,https://www.gameslab.co.nz/products/Age-Of-Sigmar-Introductory-Set-p686464525,
2026-04-03 13:35:50,Games Lab,Death Guard: Plague Marine Champion,,not_carried,,
2026-04-03 13:35:50,Games Lab,Genestealer Cults: Biophagus,,not_carried,,
2026-04-03 13:35:50,Games Lab,Orruk Warclans: Ardboy Big Boss,,not_carried,,
2026-04-03 13:35:50,Games Lab,Orruk Warclans: Orruk Brutes,,not_carried,,
2026-04-03 13:35:50,Games Lab,Space Marines: Gladiator,158.00,out_of_stock,https://www.gameslab.co.nz/products/Space-Marine-Gladiator-p689900566,
2026-04-03 13:35:53,Games Lab,Space Marines: Primaris Intercessors,117.00,in_stock,https://www.gameslab.co.nz/products/Space-Marines-Primaris-Intercessors-p605967672,
2026-04-03 13:35:57,Games Lab,Space Marines Primaris Librarian,69.99,out_of_stock,https://www.gameslab.co.nz/products/Space-Marines-Primaris-Librarian-p651995264,
2026-04-03 13:36:02,Games Lab,Space Marines Primaris Reivers,109.00,out_of_stock,https://www.gameslab.co.nz/products/Space-Marines-Primaris-Reivers-p696127817,
2026-04-03 13:36:05,Games Lab,Sylvaneth: Tree-Revenants,81.00,in_stock,https://www.gameslab.co.nz/products/Sylvaneth-Tree-Revenants-p695852248,
2026-04-03 13:36:08,Games Lab,Warhammer 40000: Introductory Set,98.00,in_stock,https://www.gameslab.co.nz/products/Warhammer-40-000-Introductory-Set-p604427018,
2026-04-03 13:36:13,Goblin Games,Age Of Sigmar: Introductory Set,100.00,in_stock,https://goblingames.nz/products/warhammer-age-of-sigmar-introductory-set,
2026-04-03 13:36:15,Goblin Games,Death Guard: Plague Marine Champion,,not_carried,,
2026-04-03 13:36:15,Goblin Games,Genestealer Cults: Biophagus,,not_carried,,
2026-04-03 13:36:15,Goblin Games,Orruk Warclans: Ardboy Big Boss,,not_carried,,
2026-04-03 13:36:15,Goblin Games,Orruk Warclans: Orruk Brutes,113.00,in_stock,https://goblingames.nz/products/orruk-warclans-orruk-brutes,
2026-04-03 13:36:17,Goblin Games,Space Marines Primaris Librarian,,not_carried,,
2026-04-03 13:36:17,Goblin Games,Space Marines Primaris Reivers,124.50,in_stock,https://goblingames.nz/products/space-marines-primaris-reivers-1,
2026-04-03 13:36:20,Goblin Games,Space Marines: Gladiator,191.00,in_stock,https://goblingames.nz/products/space-marines-gladiator,
2026-04-03 13:36:23,Goblin Games,Space Marines: Primaris Intercessors,130.00,in_stock,https://goblingames.nz/products/space-marines-intercessors,
2026-04-03 13:36:27,Goblin Games,Sylvaneth: Tree-Revenants,95.00,in_stock,https://goblingames.nz/products/sylvaneth-tree-revenants,
2026-04-03 13:36:29,Goblin Games,Warhammer 40000: Introductory Set,,not_carried,,
2026-04-03 13:36:29,Hobby Collective,Age Of Sigmar: Introductory Set,85.60,out_of_stock,https://thehobbycollective.co.nz/warhammer-age-of-sigmar-introductory-set,
2026-04-03 13:36:32,Hobby Collective,Death Guard: Plague Marine Champion,,not_carried,,
2026-04-03 13:36:32,Hobby Collective,Genestealer Cults: Biophagus,,not_carried,,
2026-04-03 13:36:32,Hobby Collective,Orruk Warclans: Ardboy Big Boss,,not_carried,,
2026-04-03 13:36:32,Hobby Collective,Orruk Warclans: Orruk Brutes,,not_carried,,
2026-04-03 13:36:32,Hobby Collective,Space Marines Primaris Librarian,,not_carried,,
2026-04-03 13:36:32,Hobby Collective,Space Marines Primaris Reivers,,not_carried,,
2026-04-03 13:36:32,Hobby Collective,Space Marines: Gladiator,152.80,in_stock,https://thehobbycollective.co.nz/space-marines-gladiator-impulsor-lancer-valiant-reaper/,
2026-04-03 13:36:36,Hobby Collective,Space Marines: Primaris Intercessors,104.00,in_stock,https://thehobbycollective.co.nz/space-marines-primaris-intercessors/,
2026-04-03 13:36:38,Hobby Collective,Sylvaneth: Tree-Revenants,,not_carried,,
2026-04-03 13:36:38,Hobby Collective,Warhammer 40000: Introductory Set,87.20,in_stock,https://thehobbycollective.co.nz/warhammer-40-000-introductory-set/,
2026-04-03 13:36:41,Hobby Lords,Age Of Sigmar: Introductory Set,98.00,in_stock,https://www.hobbylords.co.nz/products/single/age-of-sigmar:-introductory-set,
2026-04-03 13:36:50,Hobby Lords,Death Guard: Plague Marine Champion,55.00,in_stock,https://www.hobbylords.co.nz/products/single/death-guard-plague-marine-champion,
2026-04-03 13:36:57,Hobby Lords,Genestealer Cults: Biophagus,,not_carried,,
2026-04-03 13:36:57,Hobby Lords,Orruk Warclans: Ardboy Big Boss,,not_carried,,
2026-04-03 13:36:57,Hobby Lords,Orruk Warclans: Orruk Brutes,110.35,in_stock,https://www.hobbylords.co.nz/products/single/orruk-warclans-orruk-brutes,
2026-04-03 13:37:06,Hobby Lords,Space Marines: Gladiator,,not_carried,,
2026-04-03 13:37:06,Hobby Lords,Space Marines: Primaris Intercessors,120.00,in_stock,https://www.hobbylords.co.nz/products/single/space-marines-intercessors,
2026-04-03 13:37:16,Hobby Lords,Space Marines Primaris Librarian,,not_carried,,
2026-04-03 13:37:16,Hobby Lords,Space Marines Primaris Reivers,120.00,in_stock,https://www.hobbylords.co.nz/products/single/space-marines-primaris-reivers,
2026-04-03 13:37:25,Hobby Lords,Sylvaneth: Tree-Revenants,93.00,in_stock,https://www.hobbylords.co.nz/products/single/sylvaneth-tree-revenants,
2026-04-03 13:37:35,Hobby Lords,Warhammer 40000: Introductory Set,100.00,in_stock,https://www.hobbylords.co.nz/products/single/warhammer-40000-introductory-set,
2026-04-03 13:37:43,Hobby Master,Age Of Sigmar: Introductory Set,97.00,in_stock,https://hobbymaster.co.nz/products/product/43416,
2026-04-03 13:37:47,Hobby Master,Death Guard: Plague Marine Champion,54.00,in_stock,https://hobbymaster.co.nz/products/product/40411,
2026-04-03 13:37:50,Hobby Master,Genestealer Cults: Biophagus,54.00,in_stock,https://hobbymaster.co.nz/products/product/31527,
2026-04-03 13:37:52,Hobby Master,Orruk Warclans: Ardboy Big Boss,75.00,in_stock,https://hobbymaster.co.nz/products/product/41743,
2026-04-03 13:37:55,Hobby Master,Orruk Warclans: Orruk Brutes,110.00,in_stock,https://hobbymaster.co.nz/products/product/37181,
2026-04-03 13:37:59,Hobby Master,Space Marines: Gladiator,174.00,in_stock,https://hobbymaster.co.nz/products/product/36228,
2026-04-03 13:38:03,Hobby Master,Space Marines: Primaris Intercessors,118.00,in_stock,https://hobbymaster.co.nz/products/product/28412,
2026-04-03 13:38:05,Hobby Master,Space Marines Primaris Librarian,75.00,in_stock,https://hobbymaster.co.nz/products/product/28221,
2026-04-03 13:38:09,Hobby Master,Space Marines Primaris Reivers,118.00,in_stock,https://hobbymaster.co.nz/products/product/28086,
2026-04-03 13:38:12,Hobby Master,Sylvaneth: Tree-Revenants,92.00,in_stock,https://hobbymaster.co.nz/products/product/39777,
2026-04-03 13:38:15,Hobby Master,Warhammer 40000: Introductory Set,93.00,in_stock,https://hobbymaster.co.nz/products/product/41316,
2026-04-03 13:38:18,Iron Knight,Age Of Sigmar: Introductory Set,107.00,in_stock,https://ironknightgaming.co.nz/products/warhammer-age-of-sigmar-introductory-set,
2026-04-03 13:38:20,Iron Knight,Death Guard: Plague Marine Champion,,not_carried,,
2026-04-03 13:38:20,Iron Knight,Genestealer Cults: Biophagus,,not_carried,,
2026-04-03 13:38:20,Iron Knight,Orruk Warclans: Ardboy Big Boss,,not_carried,,
2026-04-03 13:38:20,Iron Knight,Orruk Warclans: Orruk Brutes,121.00,in_stock,https://ironknightgaming.co.nz/products/orruk-warclans-orruk-brutes,
2026-04-03 13:38:23,Iron Knight,Space Marines Primaris Librarian,,not_carried,,
2026-04-03 13:38:23,Iron Knight,Space Marines Primaris Reivers,,not_carried,,
2026-04-03 13:38:23,Iron Knight,Space Marines: Gladiator,185.00,in_stock,https://ironknightgaming.co.nz/products/space-marines-gladiator,
2026-04-03 13:38:25,Iron Knight,Space Marines: Primaris Intercessors,130.00,in_stock,https://ironknightgaming.co.nz/products/space-marines-primaris-intercessors,
2026-04-03 13:38:29,Iron Knight,Sylvaneth: Tree-Revenants,,not_carried,,
2026-04-03 13:38:29,Iron Knight,Warhammer 40000: Introductory Set,102.00,in_stock,https://ironknightgaming.co.nz/products/warhammer-40000-introductory-set,
2026-04-03 13:38:31,Mighty Ape,Age Of Sigmar: Introductory Set,,unknown,https://www.mightyape.co.nz/mn/buy/mighty-ape-warhammer-age-of-sigmar-introductory-set-39006494/,
2026-04-03 13:38:39,Mighty Ape,Death Guard: Plague Marine Champion,,not_carried,,
2026-04-03 13:38:39,Mighty Ape,Genestealer Cults: Biophagus,,unknown,https://www.mightyape.co.nz/mn/buy/mighty-ape-warhammer-40000-genestealer-cults-biophagus-29189815/,
2026-04-03 13:38:49,Mighty Ape,Orruk Warclans: Ardboy Big Boss,,not_carried,,
2026-04-03 13:38:49,Mighty Ape,Orruk Warclans: Orruk Brutes,,unknown,https://www.mightyape.co.nz/mn/buy/mighty-ape-ironjawz-orruk-brutes-25217197/,
2026-04-03 13:38:59,Mighty Ape,Space Marines: Gladiator,,unknown,https://www.mightyape.co.nz/product/warhammer-40000-space-marine-gladiator/34016507,
2026-04-03 13:39:09,Mighty Ape,Space Marines: Primaris Intercessors,,unknown,https://www.mightyape.co.nz/mn/buy/mighty-ape-warhammer-40000-space-marine-primaris-intercessors-26859092/,
2026-04-03 13:39:17,Mighty Ape,Space Marines Primaris Librarian,,unknown,https://www.mightyape.co.nz/product/warhammer-40000-space-marine-primaris-librarian/26853441,
2026-04-03 13:39:27,Mighty Ape,Space Marines Primaris Reivers,,unknown,https://www.mightyape.co.nz/product/warhammer-40000-space-marine-primaris-reivers/26856277,
2026-04-03 13:39:38,Mighty Ape,Sylvaneth: Tree-Revenants,,unknown,https://www.mightyape.co.nz/product/sylvaneth-tree-revenants/25522630,
2026-04-03 13:39:48,Mighty Ape,Warhammer 40000: Introductory Set,,unknown,https://www.mightyape.co.nz/mn/buy/mighty-ape-warhammer-40000-introductory-set-37875024/,
2026-04-03 13:39:58,Nova Games,Age Of Sigmar: Introductory Set,96.50,in_stock,https://novagames.co.nz/products/age-of-sigmar-introductory-set,
2026-04-03 13:40:00,Nova Games,Death Guard: Plague Marine Champion,,not_carried,,
2026-04-03 13:40:00,Nova Games,Orruk Warclans: Ardboy Big Boss,71.00,in_stock,https://novagames.co.nz/products/ardboy-big-boss,
2026-04-03 13:40:03,Nova Games,Orruk Warclans: Orruk Brutes,109.00,in_stock,https://novagames.co.nz/products/orruk-brutes,
2026-04-03 13:40:07,Nova Games,Space Marines Primaris Librarian,,not_carried,,
2026-04-03 13:40:07,Nova Games,Space Marines Primaris Reivers,,not_carried,,
2026-04-03 13:40:07,Nova Games,Space Marines: Gladiator,,not_carried,,
2026-04-03 13:40:07,Nova Games,Space Marines: Primaris Intercessors,117.00,in_stock,https://novagames.co.nz/products/intercessors,
2026-04-03 13:40:11,Nova Games,Sylvaneth: Tree-Revenants,,not_carried,,
2026-04-03 13:40:11,Nova Games,Warhammer 40000: Introductory Set,98.50,in_stock,https://novagames.co.nz/products/warhammer-40-000-introductory-set,
2026-04-03 13:40:14,Nova Games,Genestealer Cults: Biophagus,,not_carried,,
